Date,Wl,Evaporation,Volume,V2,SurfaceArea,EvapVol,Initial_Conc,C2 (wt%)
2023-06-30,3.880625,121.8989239,948.89419375,916.714096829639,263.99,32.180096920361,8079.600331639551,8363.224552810725
2023-07-01,1.942902052,3.736087373,437.35471270747996,436.3684230018817,263.99,0.9862897055982701,8363.224552810725,8382.127300688997
2023-07-02,1.902953351,8.25835415,426.80865513049,424.62853221843153,263.99,2.1801229120585,8382.127300688997,8425.162721989002
2023-07-03,2.129283083,12.96999173,486.55744108116994,483.13349296436724,263.99,3.4239481168027,8425.162721989002,8484.871519776363
2023-07-04,2.426160198,17.24788146,564.93003067002,560.3767624433946,263.99,4.553268226625399,8484.871519776363,8553.814235619078
2023-07-05,2.622974333,21.38817869,616.8869941686701,611.240728876297,263.99,5.6462652923731005,8553.814235619078,8632.82910186461
2023-07-06,2.72513601,26.30736339,643.8566552799,636.9117744185739,263.99,6.9448808613261,8632.82910186461,8726.961400899856
2023-07-07,2.734415167,35.42853262,646.30625993633,636.9534816099762,263.99,9.3527783263538,8726.961400899856,8855.104723452949
2023-07-08,2.824745344,41.41294432,670.15252336256,659.2199201915232,263.99,10.932603171036801,8855.104723452949,9001.959123652747
2023-07-09,2.996038917,45.11169808,715.37231369883,703.4632765226908,263.99,11.9090371761392,9001.959123652747,9154.354663604161
2023-07-10,3.064531469,48.94210986,733.45366250131,720.5334349193686,263.99,12.9202275819414,9154.354663604161,9318.505749296399
2023-07-11,3.143871406,52.85303248,754.3986124699401,740.4459404255449,263.99,13.952672044395202,9318.505749296399,9494.100006169521
2023-07-12,3.19599124,56.72053399,768.1577274476,753.1840736795799,263.99,14.9736537680201,9494.100006169521,9682.847181394336
2023-07-13,3.230147167,60.69711108,777.1745506163301,761.1511202623209,263.99,16.0234303540092,9682.847181394336,9886.6863708921
2023-07-14,3.350160188,64.5424102,808.85678803012,791.818237161422,263.99,17.038550868698003,9886.6863708921,10099.43066086602
2023-07-15,3.582575104,68.17931573,870.21200170496,852.2133441453973,263.99,17.9986575595627,10099.43066086602,10312.729590365607
2023-07-16,3.716469802,71.83741643,905.5588630299801,886.5945034666244,263.99,18.9643595633557,10312.729590365607,10533.32007594458
2023-07-17,3.755543177,75.60998464,915.87384329623,895.9135634511164,263.99,19.9602798451136,10533.32007594458,10767.994518871998
2023-07-18,3.835945469,79.14187062,937.09924436131,916.2065819363362,263.99,20.8926624249738,10767.994518871998,11013.541842927778
2023-07-19,3.877279156,82.85120092,948.0109243924401,926.1390358615693,263.99,21.8718885308708,11013.541842927778,11273.63989537031
2023-07-20,3.70671101,87.61980129,902.9826395299,879.8518881873529,263.99,23.1307513425471,11273.63989537031,11570.016779532549
2023-07-21,3.555131813,91.97965748,862.9672473138701,838.6855375357248,263.99,24.2817097781452,11570.016779532549,11904.993093055677
2023-07-22,3.458492521,97.22604496,837.45544061879,811.7887370097997,263.99,25.6667036089904,11904.993093055677,12281.398819392884
2023-07-23,3.180882844,104.1692931,764.16926198756,736.6696103020911,263.99,27.499651685469,12281.398819392884,12739.859688445344
