Date,Saturation_vapour,Actual_vapour,Solar-Irradiance,Slope,Psychrometric constant,Radiation-Based_evaporation,Aerodynamics_evaporation,Evaporation,wind_speed,Day,Month,Year,Month_sin,Month_cos,dayofyear,trend,dayofyear_sin,dayofyear_cos,month_sin,month_cos,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30,rolling_mean_60,rolling_std_60,cumulative_mean,cumulative_std,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,lag_25,lag_26,lag_27,lag_28,lag_29,lag_30,lag_31,lag_32,lag_33,lag_34,lag_35,lag_36,lag_37,lag_38,lag_39,lag_40,lag_41,lag_42,lag_43,lag_44,lag_45,lag_46,lag_47,lag_48,lag_49,lag_50,lag_51,lag_52,lag_53,lag_54,lag_55,lag_56,lag_57,lag_58,lag_59,lag_60
2019-04-09,3.782682983,2.488090463,251.1635135,220.2278172,66.97439458,8.918409053,7.918612593,8.685260561,5.815770091,9,4,2019,0.8660254037844387,-0.4999999999999998,99,128,0.9911140639934547,-0.1330147065341959,0.8660254037844387,-0.4999999999999998,8.11652344357143,0.8062693304072693,7.255967992233334,1.0380881682348577,6.300617231666667,1.2879739818393856,7.2930563949379845,1.4967095294244048,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837,5.013045409,4.95721526,4.876803758,4.462595048,4.988923659,6.148753079,5.362439026,4.985689227,4.884744373,4.989308196,5.205307137,4.569791687,5.334612245,6.014782022,5.545769815,4.576766954,5.023741748,5.698581578,5.666338049,5.588150683,5.434587845
2019-04-10,3.876038457,2.356671202,251.8652526,224.9391446,67.00147523,8.946942802,8.135159929,8.760635566,5.090899921,10,4,2019,0.8660254037844387,-0.4999999999999998,100,129,0.9886775902323405,-0.1500553983446526,0.8660254037844387,-0.4999999999999998,8.247467476785713,0.744816733373711,7.350904698600001,1.0412195366741581,6.353491979716666,1.3228761614871207,7.304345465484615,1.496442982020819,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837,5.013045409,4.95721526,4.876803758,4.462595048,4.988923659,6.148753079,5.362439026,4.985689227,4.884744373,4.989308196,5.205307137,4.569791687,5.334612245,6.014782022,5.545769815,4.576766954,5.023741748,5.698581578,5.666338049,5.588150683
2019-04-11,3.973269524,2.391276768,252.6469303,229.8286629,67.02910351,8.978410839,8.307769014,8.826983033,4.99311018,11,4,2019,0.8660254037844387,-0.4999999999999998,101,130,0.9859481499638304,-0.16705162550211924,0.8660254037844387,-0.4999999999999998,8.3872150745,0.6432016569149364,7.458601441066667,1.0203354438810848,6.406169396116667,1.3575249277199462,7.3159686530229004,1.4966007469716334,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837,5.013045409,4.95721526,4.876803758,4.462595048,4.988923659,6.148753079,5.362439026,4.985689227,4.884744373,4.989308196,5.205307137,4.569791687,5.334612245,6.014782022,5.545769815,4.576766954,5.023741748,5.698581578,5.666338049
2019-04-12,3.919923382,2.215946011,253.2905724,227.1481833,67.01401643,8.999258187,8.501584565,8.885881593,4.743809963,12,4,2019,0.8660254037844387,-0.4999999999999998,102,131,0.9829265519799822,-0.18399835165768005,0.8660254037844387,-0.4999999999999998,8.483865476785715,0.605489803209698,7.5463645608666665,1.0262755230588265,6.459291063033333,1.391308000619891,7.327861932871213,1.4971263789451088,8.826983033,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837,5.013045409,4.95721526,4.876803758,4.462595048,4.988923659,6.148753079,5.362439026,4.985689227,4.884744373,4.989308196,5.205307137,4.569791687,5.334612245,6.014782022,5.545769815,4.576766954,5.023741748,5.698581578
2019-05-01,3.986969297,1.953227498,264.3230427,230.5161913,67.03295053,9.393888433,9.202668794,9.350809779,4.302384339,1,5,2019,0.49999999999999994,-0.8660254037844387,121,132,0.8717063187093218,-0.4900286664290592,0.49999999999999994,-0.8660254037844387,8.611034549857143,0.5855225447629832,7.622507518833333,1.0731173131702996,6.53140886355,1.4273155983634036,7.343072067052631,1.5017245070852987,8.885881593,8.826983033,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837,5.013045409,4.95721526,4.876803758,4.462595048,4.988923659,6.148753079,5.362439026,4.985689227,4.884744373,4.989308196,5.205307137,4.569791687,5.334612245,6.014782022,5.545769815,4.576766954,5.023741748
2019-05-02,3.823432939,2.208733324,264.9365269,222.2863665,66.98628368,9.409136389,9.015303017,9.31793719,5.308597689,2,5,2019,0.49999999999999994,-0.8660254037844387,122,133,0.8631421280499114,-0.5049610547215204,0.49999999999999994,-0.8660254037844387,8.781441673214285,0.3649750161800648,7.7116962146,1.099699522035644,6.610428367483334,1.448354001008393,7.357809866477612,1.505764074151224,9.350809779,8.885881593,8.826983033,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837,5.013045409,4.95721526,4.876803758,4.462595048,4.988923659,6.148753079,5.362439026,4.985689227,4.884744373,4.989308196,5.205307137,4.569791687,5.334612245,6.014782022,5.545769815,4.576766954
2019-05-03,3.908291508,2.544568502,265.5744058,226.5630186,67.01070387,9.43522882,6.033902874,8.658847188,4.206911492,3,5,2019,0.49999999999999994,-0.8660254037844387,123,134,0.854322169749827,-0.5197438121555155,0.49999999999999994,-0.8660254037844387,8.796285892357142,0.35458093266592816,7.799416193166667,1.0651164238517756,6.662312990366667,1.4652299548069465,7.3674471799703705,1.5043083501666246,9.31793719,9.350809779,8.885881593,8.826983033,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837,5.013045409,4.95721526,4.876803758,4.462595048,4.988923659,6.148753079,5.362439026,4.985689227,4.884744373,4.989308196,5.205307137,4.569791687,5.334612245,6.014782022,5.545769815
2019-05-04,3.900025826,2.38669549,265.8997938,226.147044,67.00834491,9.446456536,7.228267092,8.939431221,4.541420131,4,5,2019,0.49999999999999994,-0.8660254037844387,124,135,0.8452490573530633,-0.5343725582809786,0.49999999999999994,-0.8660254037844387,8.836839661857143,0.33416185389173086,7.9009563895333335,1.0214336646465527,6.711057143683333,1.4917311177927757,7.379005886154411,1.5047761191487588,8.658847188,9.31793719,9.350809779,8.885881593,8.826983033,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837,5.013045409,4.95721526,4.876803758,4.462595048,4.988923659,6.148753079,5.362439026,4.985689227,4.884744373,4.989308196,5.205307137,4.569791687,5.334612245,6.014782022
2019-05-05,3.892425206,2.386918484,266.3061251,225.7644264,67.00617204,9.460585233,8.516691902,9.244557123,5.378726532,5,5,2019,0.49999999999999994,-0.8660254037844387,125,136,0.8359254794186372,-0.548842958284719,0.49999999999999994,-0.8660254037844387,8.9123656015,0.2929911438017317,7.981523192366667,1.029141139934267,6.77622289165,1.5157907207818242,7.392623048467153,1.5076820095127799,8.939431221,8.658847188,9.31793719,9.350809779,8.885881593,8.826983033,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837,5.013045409,4.95721526,4.876803758,4.462595048,4.988923659,6.148753079,5.362439026,4.985689227,4.884744373,4.989308196,5.205307137,4.569791687,5.334612245
2019-05-06,3.885959753,2.275403365,266.6304627,225.4388685,67.00432088,9.471845718,10.04858596,9.603987923,5.932260911,6,5,2019,0.49999999999999994,-0.8660254037844387,126,137,0.8263541987239096,-0.5631507242749186,0.49999999999999994,-0.8660254037844387,8.983715844428572,0.3315020951269284,8.095017712799999,1.0134258856598757,6.860126162249999,1.5308422403520483,7.408647431615942,1.513918357189495,9.244557123,8.939431221,8.658847188,9.31793719,9.350809779,8.885881593,8.826983033,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837,5.013045409,4.95721526,4.876803758,4.462595048,4.988923659,6.148753079,5.362439026,4.985689227,4.884744373,4.989308196,5.205307137,4.569791687
2019-05-07,3.871048587,2.441036651,267.1113538,224.687741,67.00004171,9.488323016,9.984844805,9.602372978,6.638850415,7,5,2019,0.49999999999999994,-0.8660254037844387,127,138,0.8165380514459161,-0.5772916165517272,0.49999999999999994,-0.8660254037844387,9.048251894071429,0.35861991876701727,8.200704971966667,0.9992154260590144,6.933410592933333,1.5553322989607725,7.4244296297913674,1.5198560059984134,9.603987923,9.244557123,8.939431221,8.658847188,9.31793719,9.350809779,8.885881593,8.826983033,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837,5.013045409,4.95721526,4.876803758,4.462595048,4.988923659,6.148753079,5.362439026,4.985689227,4.884744373,4.989308196,5.205307137
2019-05-08,3.87379844,2.472035806,267.4966338,224.8262921,67.00083189,9.502120989,10.12931582,9.64611917,6.870634719,8,5,2019,0.49999999999999994,-0.8660254037844387,128,139,0.8064799463209448,-0.5912614448635781,0.49999999999999994,-0.8660254037844387,9.132243467071428,0.3504378856444137,8.2930893781,1.0005015897009268,7.011024109166667,1.5727675988063397,7.440298840792858,1.525975198160564,9.602372978,9.603987923,9.244557123,8.939431221,8.658847188,9.31793719,9.350809779,8.885881593,8.826983033,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837,5.013045409,4.95721526,4.876803758,4.462595048,4.988923659,6.148753079,5.362439026,4.985689227,4.884744373,4.989308196
2019-05-09,3.856336936,2.630445228,267.9436235,223.9462539,66.99580619,9.5172852,9.539372033,9.522371179,7.398759423,9,5,2019,0.49999999999999994,-0.8660254037844387,129,140,0.7961828637826158,-0.6050560696488488,0.49999999999999994,-0.8660254037844387,9.147860443999999,0.3633036017958036,8.371366007066667,1.0017952355798065,7.0883178892666665,1.5804398452010455,7.455065311276596,1.5305921422129487,9.64611917,9.602372978,9.603987923,9.244557123,8.939431221,8.658847188,9.31793719,9.350809779,8.885881593,8.826983033,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837,5.013045409,4.95721526,4.876803758,4.462595048,4.988923659,6.148753079,5.362439026,4.985689227,4.884744373
2019-05-10,3.888665461,2.80476431,268.3841888,225.5751198,67.00509588,9.534255787,8.28627332,9.248449774,7.268767937,10,5,2019,0.49999999999999994,-0.8660254037844387,130,141,0.7856498550787147,-0.6186714032625031,0.49999999999999994,-0.8660254037844387,9.163831734142857,0.36239369875332156,8.453074171533334,0.9683833480918076,7.159363898383333,1.5801302590428097,7.467694779323944,1.5325621738384292,9.522371179,9.64611917,9.602372978,9.603987923,9.244557123,8.939431221,8.658847188,9.31793719,9.350809779,8.885881593,8.826983033,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837,5.013045409,4.95721526,4.876803758,4.462595048,4.988923659,6.148753079,5.362439026,4.985689227
2019-05-11,3.995875897,2.989379671,268.8149178,230.9629889,67.03544563,9.553882679,6.688026123,8.909201536,6.317962397,11,5,2019,0.49999999999999994,-0.8660254037844387,131,142,0.7748840413670407,-0.6321034111873487,0.49999999999999994,-0.8660254037844387,9.179827518071429,0.3441269406040519,8.531349692400001,0.902855168700593,7.218476606883333,1.5781088259163878,7.477775246153846,1.5319064616307752,9.248449774,9.522371179,9.64611917,9.602372978,9.603987923,9.244557123,8.939431221,8.658847188,9.31793719,9.350809779,8.885881593,8.826983033,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837,5.013045409,4.95721526,4.876803758,4.462595048,4.988923659,6.148753079,5.362439026
2019-05-12,4.113556252,2.898654554,269.0820966,236.8529811,67.06798173,9.568020006,7.163586772,9.037419936,5.60635525,12,5,2019,0.49999999999999994,-0.8660254037844387,132,143,0.7638886127905428,-0.6453481132295501,0.49999999999999994,-0.8660254037844387,9.199597830214286,0.32564604186877205,8.6016120624,0.8546326757349989,7.266621054500001,1.5889469578560984,7.488606112055556,1.5320636274570827,8.909201536,9.248449774,9.522371179,9.64611917,9.602372978,9.603987923,9.244557123,8.939431221,8.658847188,9.31793719,9.350809779,8.885881593,8.826983033,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837,5.013045409,4.95721526,4.876803758,4.462595048,4.988923659,6.148753079
2019-06-01,4.276462115,3.241895517,273.3092467,244.9663929,67.11175553,9.724671855,7.469587344,9.23972063,6.864823632,1,6,2019,1.2246467991473532e-16,-1.0,152,144,0.5012418134457758,-0.865307254363206,1.2246467991473532e-16,-1.0,9.229079087142859,0.307494778995169,8.680868467633333,0.7959833963136703,7.337467670683334,1.5804121731522536,7.500682763903448,1.533644817843811,9.037419936,8.909201536,9.248449774,9.522371179,9.64611917,9.602372978,9.603987923,9.244557123,8.939431221,8.658847188,9.31793719,9.350809779,8.885881593,8.826983033,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837,5.013045409,4.95721526,4.876803758,4.462595048,4.988923659
2019-06-02,4.298763343,3.246995829,273.4189871,246.0735538,67.11763863,9.729429362,7.76594286,9.308649402,7.020461551,2,6,2019,1.2246467991473532e-16,-1.0,153,145,0.48627270710868997,-0.8738071036110808,1.2246467991473532e-16,-1.0,9.259276787785714,0.29154361168728415,8.760242811000001,0.7311920611332645,7.41823524325,1.5546197767220606,7.513066097041095,1.5356542360525047,9.23972063,9.037419936,8.909201536,9.248449774,9.522371179,9.64611917,9.602372978,9.603987923,9.244557123,8.939431221,8.658847188,9.31793719,9.350809779,8.885881593,8.826983033,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837,5.013045409,4.95721526,4.876803758,4.462595048
2019-06-03,4.302332473,3.042434531,273.4056675,246.2506681,67.11857779,9.729091525,9.765818755,9.736957898,7.369949637,3,6,2019,1.2246467991473532e-16,-1.0,154,146,0.4711595076738638,-0.8820480249558537,1.2246467991473532e-16,-1.0,9.286858796285713,0.31794049051041745,8.8557908521,0.6595096843089376,7.49923781225,1.5465523830892351,7.528194612693878,1.5413389722629434,9.308649402,9.23972063,9.037419936,8.909201536,9.248449774,9.522371179,9.64611917,9.602372978,9.603987923,9.244557123,8.939431221,8.658847188,9.31793719,9.350809779,8.885881593,8.826983033,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837,5.013045409,4.95721526,4.876803758
2019-06-04,4.223269019,3.172944107,273.5689071,242.3221759,67.09761846,9.731860467,8.383994297,9.439575967,7.589593834,4,6,2019,1.2246467991473532e-16,-1.0,155,147,0.4559066935084588,-0.8900275764346767,1.2246467991473532e-16,-1.0,9.295547280357143,0.3205067901208896,8.9193508523,0.6181975506361818,7.573943824033333,1.5298488146835845,7.541109351574324,1.5441014922348522,9.736957898,9.308649402,9.23972063,9.037419936,8.909201536,9.248449774,9.522371179,9.64611917,9.602372978,9.603987923,9.244557123,8.939431221,8.658847188,9.31793719,9.350809779,8.885881593,8.826983033,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837,5.013045409,4.95721526
2019-06-05,4.234036292,3.295807721,273.7188871,242.8578043,67.10049208,9.737612826,6.826979864,9.10751224,6.918488042,5,6,2019,1.2246467991473532e-16,-1.0,156,148,0.440518784350495,-0.8977433935342337,1.2246467991473532e-16,-1.0,9.327594784071428,0.27047129899646105,8.970586501766666,0.5638530329131076,7.642184937883333,1.5047947479200503,7.551622122637584,1.544217232099715,9.439575967,9.736957898,9.308649402,9.23972063,9.037419936,8.909201536,9.248449774,9.522371179,9.64611917,9.602372978,9.603987923,9.244557123,8.939431221,8.658847188,9.31793719,9.350809779,8.885881593,8.826983033,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837,5.013045409
2019-06-06,4.451103162,3.244988184,273.7674382,253.6144262,67.15715516,9.74756434,7.669624032,9.312524057,6.046117618,6,6,2019,1.2246467991473532e-16,-1.0,157,149,0.42500033996955416,-0.9051931898913974,1.2246467991473532e-16,-1.0,9.354244272357144,0.24661162997507488,9.049929388233334,0.41494381497050475,7.695537974883334,1.5063469458138505,7.563361468866666,1.5457278623714201,9.10751224,9.439575967,9.736957898,9.308649402,9.23972063,9.037419936,8.909201536,9.248449774,9.522371179,9.64611917,9.602372978,9.603987923,9.244557123,8.939431221,8.658847188,9.31793719,9.350809779,8.885881593,8.826983033,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009,6.111341837
2019-06-07,4.475097076,3.072493233,273.7414231,254.7986666,67.16327536,9.747526292,8.734328703,9.536166936,5.920872845,7,6,2019,1.2246467991473532e-16,-1.0,158,150,0.4093559588156213,-0.9123747579707273,1.2246467991473532e-16,-1.0,9.375073544714285,0.2489385795582686,9.0861006821,0.40817787141413203,7.757917490333333,1.5037359398210515,7.5764264057350985,1.548909521533254,9.312524057,9.10751224,9.439575967,9.736957898,9.308649402,9.23972063,9.037419936,8.909201536,9.248449774,9.522371179,9.64611917,9.602372978,9.603987923,9.244557123,8.939431221,8.658847188,9.31793719,9.350809779,8.885881593,8.826983033,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574,5.793396009
2019-06-08,4.40736704,3.023157843,273.7750885,251.4533862,67.14592771,9.746207093,8.914633537,9.570950036,6.123405095,8,6,2019,1.2246467991473532e-16,-1.0,159,151,0.39359027665646673,-0.9192859697186104,1.2246467991473532e-16,-1.0,9.372713695642858,0.24674858832545402,9.1260764017,0.39428696399553315,7.829197614699999,1.486231348367636,7.589548271723684,1.5522256153950158,9.536166936,9.312524057,9.10751224,9.439575967,9.736957898,9.308649402,9.23972063,9.037419936,8.909201536,9.248449774,9.522371179,9.64611917,9.602372978,9.603987923,9.244557123,8.939431221,8.658847188,9.31793719,9.350809779,8.885881593,8.826983033,8.760635566,8.685260561,9.024851712,9.303733502,8.470237148,8.698868283,8.605084522,8.187193968,8.371678448,8.45102812,6.932237463,7.570442756,7.532775961,6.870516665,6.927419101,6.862028473,6.929548836,6.56093591,6.79720484,7.17407231,6.874586986,6.431755203,6.19915231,6.827553038,5.89322533,6.027247831,6.642276317,7.06652104,6.252987999,5.596080759,5.912534375,6.587274012,6.703746382,6.61598773,4.947244111,4.310218087,4.858880945,5.242403493,5.294142574
