Date,Saturation_vapour,Actual_vapour,Solar-Irradiance,Slope,Radiation-Based_evaporation,Aerodynamics_evaporation,Evaporation
08-10-2023,3.998693614,2.857737139,31.30913635,231.104309,2.665874135,7.687194379,3.799650011
09-10-2023,3.948182959,3.011716124,31.14314072,228.5687932,2.296038532,7.286902781,3.432591636
10-10-2023,3.955744006,3.022833368,30.97687867,228.9486374,2.488098459,6.663117567,3.437643192
11-10-2023,4.109736468,2.978384907,30.81042823,236.6621855,4.262572024,4.69127534,4.357600623
12-10-2023,4.114078653,2.83624447,30.64386835,236.8790727,4.022045096,5.585196952,4.368294459
13-10-2023,4.065963071,2.76412764,30.47727878,234.4738891,3.953434118,5.757382816,4.356205429
14-10-2023,3.969543843,2.585665855,30.31074001,229.6416289,3.115438465,7.724004208,4.161141494
15-10-2023,3.884092029,2.676937808,30.14433322,225.3448075,2.723047094,7.66620847,3.861134152
16-10-2023,3.841484266,2.531120117,29.97814016,223.1972447,2.660521463,8.470270107,4.008012073
17-10-2023,3.897381506,2.734767654,29.81224312,226.0139403,3.235993714,6.144546235,3.904116161
18-10-2023,3.932792977,2.270894584,29.64672482,227.7953213,4.149425681,6.81177882,4.757303207
19-10-2023,3.940652576,2.345125371,29.48166837,228.1903848,4.731093472,5.703770992,4.952881691
20-10-2023,3.963807022,2.522738033,29.31715719,229.3535833,5.744501598,4.219117416,5.398049526
21-10-2023,4.016241983,2.357619876,29.15327488,231.9841074,6.06218642,4.575861259,5.727571745
22-10-2023,4.014305977,2.298455646,28.99010525,231.8870719,4.74370294,6.015601356,5.030136807
23-10-2023,4.030934932,2.275023775,28.82773215,232.7203191,4.458360362,6.513361546,4.919865535
24-10-2023,3.97950081,2.245649938,28.66623942,230.1414249,4.387012466,6.499514767,4.865542994
25-10-2023,3.981133964,2.203310702,28.50571088,230.2233848,3.851771407,7.547920096,4.688803826
26-10-2023,3.959380853,2.313289293,28.34623015,229.1313042,3.569381236,7.499351319,4.462642689
27-10-2023,3.95351817,2.454355009,28.18788068,228.836829,4.399714839,5.510032182,4.652334978
28-10-2023,3.954287069,2.359288802,28.03074561,228.8754535,5.600765363,4.579465853,5.368428914
29-10-2023,3.96460721,2.099758886,27.87490772,229.3937643,6.812058965,4.377698953,6.259231094
30-10-2023,3.93367213,1.8179933,27.72044938,227.8395177,4.108139168,8.18977929,5.039933619
31-10-2023,3.844488342,1.686913181,27.56745246,223.3487718,3.854360369,8.852737548,5.013060438
01-11-2023,3.891549986,1.79405572,27.41599827,225.7203606,5.447017825,6.056383787,5.587135235
02-11-2023,3.944075323,1.87669274,27.26616749,228.3623938,5.74422955,5.629638434,5.718115881
03-11-2023,3.898244519,1.871459922,27.11804011,226.0573821,3.47818024,9.065278456,4.761400369
04-11-2023,3.8777605,1.952005854,26.97169537,225.0258951,4.363756688,6.828353737,4.931811172
05-11-2023,3.935089401,1.943664114,26.82721169,227.9107631,7.307860117,4.193886437,6.597144991
06-11-2023,3.893675929,1.781711083,26.68466662,225.8273956,5.655148908,5.717046966,5.669376532
07-11-2023,3.878008665,1.791146693,26.54413677,225.0383963,6.722116761,4.727413794,6.262385817
08-11-2023,3.807047526,1.872362106,26.40569775,221.4590135,5.472416567,5.355452801,5.445125198
09-11-2023,3.791674054,2.04729164,26.26942415,220.6822894,5.237935303,5.018795052,5.186665046
10-11-2023,3.790318889,2.032657269,26.13538944,220.6137998,4.679165355,5.632007068,4.9021461
11-11-2023,3.554843675,1.329638441,26.00366595,208.6581171,2.69592595,12.31300428,5.043949931
12-11-2023,3.481419014,1.376510019,25.8743248,204.9071778,3.737439832,8.359792122,4.881539473
13-11-2023,3.433365404,1.361715213,25.74743587,202.4462061,3.971644601,7.704551611,4.904019883
14-11-2023,3.368173484,1.280699633,25.62306774,199.0996324,2.775900665,11.05390139,4.86947672
15-11-2023,3.224603889,1.259190923,25.50128764,191.6966705,2.54515568,11.29715046,4.821852046
16-11-2023,3.153151014,1.203796107,25.38216144,187.9949078,2.632888095,10.78088604,4.783185712
17-11-2023,3.059876226,1.178671989,25.26575358,183.1446176,2.649336965,10.29196602,4.70531088
18-11-2023,2.993571334,1.329917397,25.15212701,179.6840388,3.476691941,6.904604975,4.411763829
19-11-2023,2.943757089,1.36518782,25.04134322,177.0770117,2.712010081,8.361752397,4.269590606
20-11-2023,2.910338094,1.34849068,24.93346215,175.3245414,2.315822448,9.646799867,4.351495788
21-11-2023,2.885381612,1.497543724,24.82854216,174.013989,2.657207717,7.439295207,3.992311363
22-11-2023,2.905411186,1.565974557,24.72664001,175.0659381,4.176848621,4.548894663,4.280268934
23-11-2023,2.951829392,1.943107459,24.62781086,177.4998959,6.715995017,2.122043326,5.451672944
24-11-2023,3.045422155,1.638723621,24.53210817,182.3911444,3.047210857,6.496818543,3.978002694
25-11-2023,2.996627787,1.527556441,24.43958373,179.8437975,2.52293655,8.163900487,4.06069391
26-11-2023,2.886016843,1.961232683,24.35028762,174.047367,2.272252918,5.685323041,3.225010984
27-11-2023,2.820361033,1.870943264,24.26426818,170.5919852,2.740644547,4.822132936,3.330127917
28-11-2023,2.762050304,1.688718008,24.181572,167.5136708,2.28275759,6.522682962,3.49925116
29-11-2023,2.743494047,1.70575968,24.10224387,166.5321497,2.833232451,5.064409408,3.476074092
30-11-2023,2.725226504,1.740752974,24.0263268,165.5649895,3.144368884,4.315441883,3.483176532
01-12-2023,2.736107546,1.619610073,23.95386197,166.1411866,2.073208078,7.400443257,3.61064846
02-12-2023,2.668739127,1.546289876,23.88488875,162.5685265,1.703038973,9.030934431,3.850724839
03-12-2023,2.627028737,1.48296595,23.81944461,160.350235,1.698823701,9.202387515,3.919415048
04-12-2023,2.571944991,1.198196432,23.7575652,157.4131367,1.938475347,9.65864571,4.253017504
05-12-2023,2.547060733,1.18902942,23.69928428,156.0834215,2.118241857,8.716393076,4.108167504
06-12-2023,2.503845256,1.257842639,23.6446337,153.7698397,2.193428673,7.70540316,3.8731653
07-12-2023,2.488621522,1.306309741,23.59364344,152.9535016,2.479842089,6.453128906,3.695159883
08-12-2023,2.488523779,1.289546697,23.54634152,152.9482581,4.597481529,3.52274872,4.268742868
09-12-2023,2.515092677,1.3653449,23.50275408,154.372513,6.006694891,2.580792576,4.965511685
10-12-2023,2.569105944,1.239447109,23.46290531,157.2615205,3.987127065,4.488789847,4.137629347
11-12-2023,2.593763755,1.369061908,23.42681745,158.577567,4.935919424,3.334593835,4.458308544
12-12-2023,2.631961431,1.696633288,23.39451081,160.6128268,9.970092043,1.259059172,7.395133327
13-12-2023,2.69072506,1.392828145,23.36600373,163.7358516,3.461152404,5.026564471,3.917631884
14-12-2023,2.663620212,1.317451531,23.34131259,162.2965489,3.473999679,5.188744925,3.977158434
15-12-2023,2.643647253,1.45256646,23.32045181,161.2346469,3.258396886,4.890367965,3.739491297
16-12-2023,2.591223656,1.320388781,23.30343383,158.4420768,3.129832412,5.428193233,3.815752067
17-12-2023,2.562829858,1.181288667,23.29026911,156.9262697,2.187012154,8.440233982,4.06582533
18-12-2023,2.489913063,1.020247444,23.28096615,153.0227845,1.938477054,10.12572685,4.441941645
19-12-2023,2.478381093,1.042769154,23.27553143,152.4039909,2.154804649,8.89602719,4.22191179
20-12-2023,2.461596642,1.067019467,23.27396948,151.502638,2.615282555,7.119700667,4.002190376
21-12-2023,2.443499934,1.085384649,23.27628281,150.5298564,2.890600288,6.273783951,3.936930435
22-12-2023,2.380996293,1.182191204,23.28247194,147.162242,3.48424345,4.595539592,3.833332643
23-12-2023,2.344768581,1.12584665,23.29253541,145.2047391,2.383307212,6.834078555,3.794291698
24-12-2023,2.338273443,1.160367992,23.30646976,144.853344,2.080633853,7.569350315,3.823548629
25-12-2023,2.335896951,1.191717189,23.32426951,144.7247391,2.485723966,6.159092855,3.652891286
26-12-2023,2.346751047,1.153418983,23.34592722,145.3119661,3.539920821,4.514880162,3.848846834
27-12-2023,2.365987778,1.262679144,23.37143341,146.3517868,2.35521429,6.280862365,3.593045722
28-12-2023,2.368118364,1.303599802,23.40077664,146.4668811,2.404071088,5.944338644,3.519783965
29-12-2023,2.368813323,1.189580681,23.43394345,146.5044197,2.911454556,5.445054016,3.709776553
30-12-2023,2.341207387,1.2404186,23.47091838,145.0120908,2.13471797,6.943219782,3.660492802
31-12-2023,2.287303014,1.102754267,23.51168399,142.0910554,2.038137519,7.839178039,3.904518546
